name,rating,snippet,temp_text,stemmed_text,tokenized_text,cleaned_text
Erik setiawan,5.0,Nyaman tempatnya,nyaman tempatnya,nyaman tempat,"['nyaman', 'tempat']","['nyaman', 'tempat']"
Chairialdin Achmad Shofianto,5.0,Tehnik komputer beneran ada ya dan itu s1 apa d3,tehnik komputer beneran ya s1 d3,tehnik komputer beneran ya s1 d3,"['tehnik', 'komputer', 'beneran', 'ya', 's1', 'd3']","['tehnik', 'komputer', 'beneran', 'ya', 's1', 'd3']"
Valerie Queena,4.0,Untuk parkir R2 dan R4 luas ga ya?,parkir r2 r4 luas ga ya,parkir r2 r4 luas ga ya,"['parkir', 'r2', 'r4', 'luas', 'ga', 'ya']","['parkir', 'r2', 'r4', 'luas', 'ga', 'ya']"
Anton Siswo,5.0,Kampus super untuk menggali pengetahuan dan pengalaman,kampus super menggali pengetahuan pengalaman,kampus super gali tahu alam,"['kampus', 'super', 'gali', 'tahu', 'alam']","['kampus', 'super', 'gali', 'tahu', 'alam']"
Arya Fauzan,5.0,"Salah satu kampus swasta berbasis ICT di Bandung, Jawa Barat",salah kampus swasta berbasis ict bandung jawa barat,salah kampus swasta bas ict bandung jawa barat,"['salah', 'kampus', 'swasta', 'bas', 'ict', 'bandung', 'jawa', 'barat']","['salah', 'kampus', 'swasta', 'bas', 'ict', 'bandung', 'jawa', 'barat']"
rizqi khairunnisa,4.0,lengkap fasilitasnya untuk menjadi PTS No.1 Indonesia,lengkap fasilitasnya pts no1 indonesia,lengkap fasilitas pts no1 indonesia,"['lengkap', 'fasilitas', 'pts', 'no1', 'indonesia']","['lengkap', 'fasilitas', 'pts', 'no1', 'indonesia']"
Ahmad Nuril Karim,5.0,Asrama putri,asrama putri,asrama putri,"['asrama', 'putri']","['asrama', 'putri']"
AlifAnam,4.0,"Semakin bagus, infrastruktur semakin banyak yang diperbaharui",bagus infrastruktur diperbaharui,bagus infrastruktur baharu,"['bagus', 'infrastruktur', 'baharu']","['bagus', 'infrastruktur', 'baharu']"
rizky andriansyah,4.0,Yaa gitu deeh,yaa gitu deeh,yaa gitu deeh,"['yaa', 'gitu', 'deeh']","['yaa', 'gitu', 'deeh']"
handi su,5.0,Tempat nyaman lingkungan kampus...,nyaman lingkungan kampus,nyaman lingkung kampus,"['nyaman', 'lingkung', 'kampus']","['nyaman', 'lingkung', 'kampus']"
Bima Putra,1.0,ini salah nama. institut teknologi telkom adanya cuma di bandung,salah nama institut teknologi telkom bandung,salah nama institut teknologi telkom bandung,"['salah', 'nama', 'institut', 'teknologi', 'telkom', 'bandung']","['salah', 'nama', 'institut', 'teknologi', 'telkom', 'bandung']"
Yudi Kurnia Adi Putra,5.0,Kampus saya ini.. Cukup asik kok,kampus asik,kampus asik,"['kampus', 'asik']","['kampus', 'asik']"
Rizkie Oktariansyah,5.0,Salah satu Perguruan Tinggi terbaik di Indonesia,salah perguruan terbaik indonesia,salah guru baik indonesia,"['salah', 'guru', 'baik', 'indonesia']","['salah', 'guru', 'baik', 'indonesia']"
Devi Budiyanti,5.0,Bagus kampus nya. Luas  bgt parkiran nya,bagus kampus luas banget parkiran,bagus kampus luas banget parkir,"['bagus', 'kampus', 'luas', 'banget', 'parkir']","['bagus', 'kampus', 'luas', 'banget', 'parkir']"
nanang ST,5.0,Acara vaksin,acara vaksin,acara vaksin,"['acara', 'vaksin']","['acara', 'vaksin']"
Ade Rinaldi,5.0,"Kemaren keliling di telkom komunity, keren pengen kuliah di situ, tunggu tahun dpan,",kemaren keliling telkom komunity keren pengen kuliah situ tunggu dpan,kemaren keliling telkom komunity keren ken kuliah situ tunggu dpan,"['kemaren', 'keliling', 'telkom', 'komunity', 'keren', 'ken', 'kuliah', 'situ', 'tunggu', 'dpan']","['kemaren', 'keliling', 'telkom', 'komunity', 'keren', 'ken', 'kuliah', 'situ', 'tunggu', 'dpan']"
Anthony JAMIL munthe,5.0,"luas,asri penataan bagus",luasasri penataan bagus,luasasri tata bagus,"['luasasri', 'tata', 'bagus']","['luasasri', 'tata', 'bagus']"
Ilham Fahrizal Art,5.0,"Telkom University itu adalah perguruan tinggi swasta yang terbaik, lengkap dan fasilitas memadai",telkom university perguruan swasta terbaik lengkap fasilitas memadai,telkom university guru swasta baik lengkap fasilitas pada,"['telkom', 'university', 'guru', 'swasta', 'baik', 'lengkap', 'fasilitas', 'pada']","['telkom', 'university', 'guru', 'swasta', 'baik', 'lengkap', 'fasilitas', 'pada']"
Shion,5.0,Kampus gua akwkkkw,kampus gua akwkkkw,kampus gua akwkkkw,"['kampus', 'gua', 'akwkkkw']","['kampus', 'gua', 'akwkkkw']"
Dadan Supriatna,5.0,Universitas yg lain dari yang lain sangat eksklusif dan prospektif untuk menyongsong masa depan yang lebih baik,universitas eksklusif prospektif menyongsong,universitas eksklusif prospektif songsong,"['universitas', 'eksklusif', 'prospektif', 'songsong']","['universitas', 'eksklusif', 'prospektif', 'songsong']"
Kuswandi Kang,4.0,"Dulu IT Banget,  sekarang sudah sedikit bervariasi",it banget bervariasi,it banget variasi,"['it', 'banget', 'variasi']","['it', 'banget', 'variasi']"
Kadarsah.80,4.0,"Mulai beraktivitas lagi perkuliahan nya,,",beraktivitas perkuliahan,aktivitas kuliah,"['aktivitas', 'kuliah']","['aktivitas', 'kuliah']"
Wahyu Prabowo,5.0,"Luas, nyaman",luas nyaman,luas nyaman,"['luas', 'nyaman']","['luas', 'nyaman']"
Virla Bintang,5.0,Bersihhhhhhhhhhhhh setiap mau k ATM Ademmmmmm terawat terjaga wangny g pernah kosong is the best.,bersihhhhhhhhhhhhh k atm ademmmmmm terawat terjaga wangny g kosong is the best,bersihhhhhhhhhhhhh k atm ademmmmmm awat jaga wangny g kosong is the best,"['bersihhhhhhhhhhhhh', 'k', 'atm', 'ademmmmmm', 'awat', 'jaga', 'wangny', 'g', 'kosong', 'is', 'the', 'best']","['bersihhhhhhhhhhhhh', 'k', 'atm', 'ademmmmmm', 'awat', 'jaga', 'wangny', 'g', 'kosong', 'is', 'the', 'best']"
Soleh Budiman,1.0,Bikin jalur buahbatu dayeuhkolot/baleendah macet parah,bikin jalur buahbatu dayeuhkolotbaleendah macet parah,bikin jalur buahbatu dayeuhkolotbaleendah macet parah,"['bikin', 'jalur', 'buahbatu', 'dayeuhkolotbaleendah', 'macet', 'parah']","['bikin', 'jalur', 'buahbatu', 'dayeuhkolotbaleendah', 'macet', 'parah']"
Stepanus Pitra Pragakusuma,5.0,Tempat kuliah yang baik di Bandung,kuliah bandung,kuliah bandung,"['kuliah', 'bandung']","['kuliah', 'bandung']"
Rofi Naldi,5.0,Lingkungan yang bagus dan asri untuk kuliah dengan banyaknya ruang terbuka dan fasilitas lainya mendukung komunikasi civitas akademika.,lingkungan bagus asri kuliah banyaknya ruang terbuka fasilitas lainya mendukung komunikasi civitas akademika,lingkung bagus asri kuliah banyak ruang buka fasilitas lai dukung komunikasi civitas akademika,"['lingkung', 'bagus', 'asri', 'kuliah', 'banyak', 'ruang', 'buka', 'fasilitas', 'lai', 'dukung', 'komunikasi', 'civitas', 'akademika']","['lingkung', 'bagus', 'asri', 'kuliah', 'banyak', 'ruang', 'buka', 'fasilitas', 'lai', 'dukung', 'komunikasi', 'civitas', 'akademika']"
アリス,1.0,"Jangan berkuliah disini,jika kalian kurang mampu dalam biaya. Misalkan kalian pintar boleh"" aja,karena bisa aja dapat beasiswa. Jika yg kemampuan biasa aja+ kurang mampu,saya sarankan jangan!!. Saya termasuk salah satunya. Urusan dengan bagian keuangan sangat ribet. Bukan masalah pembayaran aja,ada masalah lain di Tel U ini. Seperti ADMnya kurang ramah,dosennya yang suka merendahkan mahasiswa dan lain sebagainya. SAYA,MAHASISWA TELKOM MERASA MENYESAL BERKULIAH DI TELKOM",berkuliah disinijika biaya pintar ajakarena beasiswa kemampuan mampusaya sarankan salah satunya urusan keuangan ribet pembayaran ajaada tel you admnya ramahdosennya suka merendahkan mahasiswa sayamahasiswa telkom menyesal berkuliah telkom,kuliah disinijika biaya pintar ajakarena beasiswa mampu mampusaya saran salah satu urus uang ribet bayar ajaada tel you admnya ramahdosennya suka rendah mahasiswa sayamahasiswa telkom sesal kuliah telkom,"['kuliah', 'disinijika', 'biaya', 'pintar', 'ajakarena', 'beasiswa', 'mampu', 'mampusaya', 'saran', 'salah', 'satu', 'urus', 'uang', 'ribet', 'bayar', 'ajaada', 'tel', 'you', 'admnya', 'ramahdosennya', 'suka', 'rendah', 'mahasiswa', 'sayamahasiswa', 'telkom', 'sesal', 'kuliah', 'telkom']","['kuliah', 'disinijika', 'biaya', 'pintar', 'ajakarena', 'beasiswa', 'mampu', 'mampusaya', 'saran', 'salah', 'satu', 'urus', 'uang', 'ribet', 'bayar', 'ajaada', 'tel', 'you', 'admnya', 'ramahdosennya', 'suka', 'rendah', 'mahasiswa', 'sayamahasiswa', 'telkom', 'sesal', 'kuliah', 'telkom']"
Wildan abdul majid,5.0,kampus paling keren yang pernah ada,kampus keren,kampus keren,"['kampus', 'keren']","['kampus', 'keren']"
Samtahar,5.0,"Bagus , nyaman,dan aman deket kampus lagi",bagus nyamandan aman deket kampus,bagus nyamandan aman deket kampus,"['bagus', 'nyamandan', 'aman', 'deket', 'kampus']","['bagus', 'nyamandan', 'aman', 'deket', 'kampus']"
Erlan Juliusman,5.0,Tempat nya bagus,bagus,bagus,['bagus'],['bagus']
Yudi Hermawan,5.0,"Tempat dulu kuliah dan bertemu banyak temen dan temen dekat. Bila mau masuk disini, minimal satu tahun pertama mesti tinggal di asrama satu ruangan dengan empat atau lebih teman dari berbagai daerah sesama jenih 😁✌️ diacak oleh kampus tapi satu jurusan dan kelas yang berbeda. Tapi, jika kamu orang Bandung atau punya saudara di Bandung dekat sama kampus bisa saja mengajukan tidak ikut tinggal asrama. Kalau sudah mau beres satu tahun, siap-siap cari kosan atau kontrakan untuk barengan disekitar kampus.",kuliah bertemu temen temen masuk minimal mesti tinggal asrama ruangan teman daerah jenih diacak kampus jurusan kelas berbeda orang bandung saudara bandung kampus mengajukan tinggal asrama beres siapsiap cari kosan kontrakan barengan disekitar kampus,kuliah temu temen temen masuk minimal mesti tinggal asrama ruang teman daerah jenih acak kampus jurus kelas beda orang bandung saudara bandung kampus aju tinggal asrama beres siapsiap cari kosan kontra bareng sekitar kampus,"['kuliah', 'temu', 'temen', 'temen', 'masuk', 'minimal', 'mesti', 'tinggal', 'asrama', 'ruang', 'teman', 'daerah', 'jenih', 'acak', 'kampus', 'jurus', 'kelas', 'beda', 'orang', 'bandung', 'saudara', 'bandung', 'kampus', 'aju', 'tinggal', 'asrama', 'beres', 'siapsiap', 'cari', 'kosan', 'kontra', 'bareng', 'sekitar', 'kampus']","['kuliah', 'temu', 'temen', 'temen', 'masuk', 'minimal', 'mesti', 'tinggal', 'asrama', 'ruang', 'teman', 'daerah', 'jenih', 'acak', 'kampus', 'jurus', 'kelas', 'beda', 'orang', 'bandung', 'saudara', 'bandung', 'kampus', 'aju', 'tinggal', 'asrama', 'beres', 'siapsiap', 'cari', 'kosan', 'kontra', 'bareng', 'sekitar', 'kampus']"
Salamah “Ammah chi” Hh,5.0,"Biasanya ngewibu kalo kesini, sekarang vaksin",ngewibu kesini vaksin,ngewibu kesini vaksin,"['ngewibu', 'kesini', 'vaksin']","['ngewibu', 'kesini', 'vaksin']"
Adam Labib Mirza,2.0,"fasilitas elit, pinjam fasilitas sulittt",fasilitas elit pinjam fasilitas sulittt,fasilitas elit pinjam fasilitas sulittt,"['fasilitas', 'elit', 'pinjam', 'fasilitas', 'sulittt']","['fasilitas', 'elit', 'pinjam', 'fasilitas', 'sulittt']"
Achmad Mukharobbin Habibi,5.0,aku gapapa,gapapa,gapapa,['gapapa'],['gapapa']
janski blyatski,5.0,Salah satu universitas swasta terbaik,salah universitas swasta terbaik,salah universitas swasta baik,"['salah', 'universitas', 'swasta', 'baik']","['salah', 'universitas', 'swasta', 'baik']"
Lingga Aulia Putri,5.0,"Bagus, luas. Pendidikannya baguss",bagus luas pendidikannya baguss,bagus luas didik baguss,"['bagus', 'luas', 'didik', 'baguss']","['bagus', 'luas', 'didik', 'baguss']"
Fahri,5.0,Kampus IT dengan suasana alam yang masih terjaga,kampus it suasana alam terjaga,kampus it suasana alam jaga,"['kampus', 'it', 'suasana', 'alam', 'jaga']","['kampus', 'it', 'suasana', 'alam', 'jaga']"
Pur Nama,4.0,"Tempatnya luas.parkiran luass.toiletnyaa sedikit, musholahnya jg sdikit, jalan masuk nya banyak PKL bikin sempit jalan jd kelihatan tdk rapii t4nya dr luar. Kalo secara akademik bagus sepertinya. Akreditasi tergantuang tiap2 jurusannya. Sudah ada S2nya",tempatnya luasparkiran luasstoiletnyaa musholahnya sdikit jalan masuk pkl bikin sempit jalan rapii t4nya akademik bagus akreditasi tergantuang tiap2 jurusannya s2nya,tempat luasparkiran luasstoiletnyaa musholahnya sdikit jalan masuk pkl bikin sempit jalan rapi t4nya akademik bagus akreditasi tergantuang tiap2 jurus s2nya,"['tempat', 'luasparkiran', 'luasstoiletnyaa', 'musholahnya', 'sdikit', 'jalan', 'masuk', 'pkl', 'bikin', 'sempit', 'jalan', 'rapi', 't4nya', 'akademik', 'bagus', 'akreditasi', 'tergantuang', 'tiap2', 'jurus', 's2nya']","['tempat', 'luasparkiran', 'luasstoiletnyaa', 'musholahnya', 'sdikit', 'jalan', 'masuk', 'pkl', 'bikin', 'sempit', 'jalan', 'rapi', 't4nya', 'akademik', 'bagus', 'akreditasi', 'tergantuang', 'tiap2', 'jurus', 's2nya']"
Andi Putra,4.0,"Institut manajemen Telkom, kampus nya sangat luas sekali..",institut manajemen telkom kampus luas,institut manajemen telkom kampus luas,"['institut', 'manajemen', 'telkom', 'kampus', 'luas']","['institut', 'manajemen', 'telkom', 'kampus', 'luas']"
debate adju,1.0,"anak saya kuliah disini, saya kira bagus tapi ternyata susah dapat kerjaan",anak kuliah bagus susah kerjaan,anak kuliah bagus susah kerja,"['anak', 'kuliah', 'bagus', 'susah', 'kerja']","['anak', 'kuliah', 'bagus', 'susah', 'kerja']"
TRI WURYANI,5.0,Antar anak kuliah di sini...jauh2 dari Salatiga,anak kuliah sinijauh2 salatiga,anak kuliah sinijauh2 salatiga,"['anak', 'kuliah', 'sinijauh2', 'salatiga']","['anak', 'kuliah', 'sinijauh2', 'salatiga']"
Melda Ardiyan,3.0,Tempatnya luas dan bangunan bagus,tempatnya luas bangunan bagus,tempat luas bangun bagus,"['tempat', 'luas', 'bangun', 'bagus']","['tempat', 'luas', 'bangun', 'bagus']"
Cahyo Ardhi,5.0,Universitas telkom merupakan salah satu dari sekian universitas terbaik di indonesia.,universitas telkom salah sekian universitas terbaik indonesia,universitas telkom salah sekian universitas baik indonesia,"['universitas', 'telkom', 'salah', 'sekian', 'universitas', 'baik', 'indonesia']","['universitas', 'telkom', 'salah', 'sekian', 'universitas', 'baik', 'indonesia']"
AdhPram,4.0,"Telkom University menempati kawasan yang cukup luas di daerah Buah Batu, Bandung. Di sini tersedia kantin dan masjid yang besar. Setiap hari Minggu pagi di sepanjang jalan di depan kampus dijadikan tempat berjualan, semacam pasar di kanan kiri jalan. Hampir semua kebutuhan sehari-hari, makanan, bahkan pakaian bisa dijumpai di pasar ini. Unik.",telkom university menempati kawasan luas daerah buah batu bandung tersedia kantin masjid minggu pagi jalan kampus dijadikan berjualan pasar kanan kiri jalan kebutuhan seharihari makanan pakaian dijumpai pasar unik,telkom university tempat kawasan luas daerah buah batu bandung sedia kantin masjid minggu pagi jalan kampus jadi jual pasar kanan kiri jalan butuh seharihari makan pakai jumpa pasar unik,"['telkom', 'university', 'tempat', 'kawasan', 'luas', 'daerah', 'buah', 'batu', 'bandung', 'sedia', 'kantin', 'masjid', 'minggu', 'pagi', 'jalan', 'kampus', 'jadi', 'jual', 'pasar', 'kanan', 'kiri', 'jalan', 'butuh', 'seharihari', 'makan', 'pakai', 'jumpa', 'pasar', 'unik']","['telkom', 'university', 'tempat', 'kawasan', 'luas', 'daerah', 'buah', 'batu', 'bandung', 'sedia', 'kantin', 'masjid', 'minggu', 'pagi', 'jalan', 'kampus', 'jadi', 'jual', 'pasar', 'kanan', 'kiri', 'jalan', 'butuh', 'seharihari', 'makan', 'pakai', 'jumpa', 'pasar', 'unik']"
mancing ulik,4.0,Ok sekarang jln radio jadi rapi,ok jln radio rapi,ok jln radio rapi,"['ok', 'jln', 'radio', 'rapi']","['ok', 'jln', 'radio', 'rapi']"
Didik Hikmawan,4.0,Kampus baru yg mahasiswanya banyak,kampus mahasiswanya,kampus mahasiswa,"['kampus', 'mahasiswa']","['kampus', 'mahasiswa']"
Aris Suhendar,5.0,Luas.. dan tertata.,luas tertata,luas tata,"['luas', 'tata']","['luas', 'tata']"
Nita Ali,5.0,"Anak Saya Sekarang semester 3,Jurusan Elektro yg bernama
Saifur Rahman, asal dari Lampung,",anak semester 3jurusan elektro bernama saifur rahman lampung,anak semester 3jurusan elektro nama saifur rahman lampung,"['anak', 'semester', '3jurusan', 'elektro', 'nama', 'saifur', 'rahman', 'lampung']","['anak', 'semester', '3jurusan', 'elektro', 'nama', 'saifur', 'rahman', 'lampung']"
Victor Ixnasius,5.0,Tempat nya sejuk dan tersedia bangku taman untuk orang yg ingin bersantai di bawah pohon yg rindang,sejuk tersedia bangku taman orang bersantai pohon rindang,sejuk sedia bangku taman orang santa pohon rindang,"['sejuk', 'sedia', 'bangku', 'taman', 'orang', 'santa', 'pohon', 'rindang']","['sejuk', 'sedia', 'bangku', 'taman', 'orang', 'santa', 'pohon', 'rindang']"
Yusi Susanti,5.0,Salah satu kampus terkemuka di Bandung 👍,salah kampus terkemuka bandung ,salah kampus muka bandung,"['salah', 'kampus', 'muka', 'bandung']","['salah', 'kampus', 'muka', 'bandung']"
Tuti Djuhro,3.0,"STT Telkom ---> Telkom University
Meskipun sudah lama berganti nama, tapi tetep nyebutnya STT 😁.
Setiap minggu pagi selalu dijadikan ajang bisnis para pelapak.",stt telkom telkom university berganti nama tetep nyebutnya stt minggu pagi dijadikan ajang bisnis pelapak,stt telkom telkom university ganti nama tetep nyebutnya stt minggu pagi jadi ajang bisnis lapak,"['stt', 'telkom', 'telkom', 'university', 'ganti', 'nama', 'tetep', 'nyebutnya', 'stt', 'minggu', 'pagi', 'jadi', 'ajang', 'bisnis', 'lapak']","['stt', 'telkom', 'telkom', 'university', 'ganti', 'nama', 'tetep', 'nyebutnya', 'stt', 'minggu', 'pagi', 'jadi', 'ajang', 'bisnis', 'lapak']"
LORD SHIKI,5.0,Mengenal banyak orang dan belajar hal baru,mengenal orang belajar,kenal orang ajar,"['kenal', 'orang', 'ajar']","['kenal', 'orang', 'ajar']"
Sahwa Aulia,5.0,bagus sekali telkom university gedung ny gede lg,bagus telkom university gedung ny gede,bagus telkom university gedung ny gede,"['bagus', 'telkom', 'university', 'gedung', 'ny', 'gede']","['bagus', 'telkom', 'university', 'gedung', 'ny', 'gede']"
Khaidar Ali Muhammad,4.0,"Kampus lumayan nyaman, baik untuk belajar",kampus lumayan nyaman belajar,kampus lumayan nyaman ajar,"['kampus', 'lumayan', 'nyaman', 'ajar']","['kampus', 'lumayan', 'nyaman', 'ajar']"
sanabila fatah,5.0,Kampus terbaik,kampus terbaik,kampus baik,"['kampus', 'baik']","['kampus', 'baik']"
Dhiaz Kusumah,5.0,Parkiran nya luas,parkiran luas,parkir luas,"['parkir', 'luas']","['parkir', 'luas']"
Ihza Aljabbaru,5.0,"Cocok jadi world class university jika pihak telkom memperhatikan fasilitas menuju kampus, tidak hanya mengembangkan internal kampus tapi juga memperhatikan ekternal kampus",cocok world class university telkom memperhatikan fasilitas kampus mengembangkan internal kampus memperhatikan ekternal kampus,cocok world class university telkom perhati fasilitas kampus kembang internal kampus perhati ekternal kampus,"['cocok', 'world', 'class', 'university', 'telkom', 'perhati', 'fasilitas', 'kampus', 'kembang', 'internal', 'kampus', 'perhati', 'ekternal', 'kampus']","['cocok', 'world', 'class', 'university', 'telkom', 'perhati', 'fasilitas', 'kampus', 'kembang', 'internal', 'kampus', 'perhati', 'ekternal', 'kampus']"
BINTANGABUN,5.0,"ini kampus yang full sarana banget, minggu bisa jadi tempat lari pagi, ada tempat maen skate, ada kolam renang. bestt",kampus full sarana banget minggu lari pagi maen skate kolam renang bestt,kampus full sarana banget minggu lari pagi maen skate kolam renang bestt,"['kampus', 'full', 'sarana', 'banget', 'minggu', 'lari', 'pagi', 'maen', 'skate', 'kolam', 'renang', 'bestt']","['kampus', 'full', 'sarana', 'banget', 'minggu', 'lari', 'pagi', 'maen', 'skate', 'kolam', 'renang', 'bestt']"
Dananjoyo Helyudanto,5.0,Universitas  manteb edan. Wajib kuliah komputasi disini.,universitas manteb edan wajib kuliah komputasi,universitas manteb edan wajib kuliah komputasi,"['universitas', 'manteb', 'edan', 'wajib', 'kuliah', 'komputasi']","['universitas', 'manteb', 'edan', 'wajib', 'kuliah', 'komputasi']"
reza prisma,5.0,Salah satu kampus swasta terbaik yang meluluskan para calon pemimpin bangsa. Dulu kampus ini masuk dalam kampus ikatan dinas yang dulu dikenal dengan nama STT Telkom. Kampus yang berada di kabupaten bandung. Kampus ini sudah didukung dengan berbagai teknologi maju.,salah kampus swasta terbaik meluluskan calon pemimpin bangsa kampus masuk kampus ikatan dinas dikenal nama stt telkom kampus kabupaten bandung kampus didukung teknologi maju,salah kampus swasta baik lulus calon pimpin bangsa kampus masuk kampus ikat dinas kenal nama stt telkom kampus kabupaten bandung kampus dukung teknologi maju,"['salah', 'kampus', 'swasta', 'baik', 'lulus', 'calon', 'pimpin', 'bangsa', 'kampus', 'masuk', 'kampus', 'ikat', 'dinas', 'kenal', 'nama', 'stt', 'telkom', 'kampus', 'kabupaten', 'bandung', 'kampus', 'dukung', 'teknologi', 'maju']","['salah', 'kampus', 'swasta', 'baik', 'lulus', 'calon', 'pimpin', 'bangsa', 'kampus', 'masuk', 'kampus', 'ikat', 'dinas', 'kenal', 'nama', 'stt', 'telkom', 'kampus', 'kabupaten', 'bandung', 'kampus', 'dukung', 'teknologi', 'maju']"
